,CompanyName,Rating,TotalReviews,SalaryOffereByComapany,TotalInterviews,Benefits,PhotosOnSite
3327,Somic ZF Components,4.2,342,1.1k,17,27,--
3328,Essilor,4.0,342,1.4k,16,23,--
3329,Aeronautical Development Agency,4.2,342,1.9k,20,23,--
3330,Can Fin Homes,2.7,342,1.2k,21,20,--
3331,Mahindra Teqo,4.1,342,1.2k,27,23,--
3332,Kerala State Electricity Board,4.2,342,1.3k,18,33,2
3333,Furukawa Minda Electric,4.0,342,978,8,32,2
3334,Vem Technologies,3.6,341,1.4k,33,25,--
3335,Technicolor,3.5,341,1.9k,25,47,--
3336,Aptean,3.0,341,2.5k,53,39,--
3337,Silverlink Technologies,3.8,341,402,17,32,--
3338,Aarti Steels,3.7,341,1.3k,37,31,6
3339,Darwinbox,3.3,342,2.5k,56,21,9
3340,Springer Nature in India,4.0,341,2.4k,41,26,25
3341,Evelyn Learning Systems,3.9,340,793,38,88,6
3342,Kalyani Motors,3.3,340,1.3k,20,17,--
3343,Techno Electric & Engineering Company,4.0,340,1.3k,27,34,8
3344,Irclass Systems And Solutions,4.2,340,991,36,19,--
3345,ESAB,3.9,340,1.5k,26,38,--
3346,R&R Limousine And Bus,4.0,339,138,--,29,--
3347,Patil Group,3.5,339,1.4k,34,36,1
3348,NIKE,4.0,340,2.6k,51,25,--
3349,IIT Bombay,4.4,339,1.8k,30,29,1
3350,Walplast Products,4.0,339,1.2k,35,33,7
3351,SNVA Group,3.4,339,982,28,31,4
3352,Plasser India,4.0,339,1.7k,25,41,--
3353,Integrated Wireless Solutions,3.8,339,1k,18,18,--
3354,Sub-K IMPACT Solutions,4.1,338,839,29,32,--
3355,"Ministry Of Health, New Delhi",3.9,340,901,18,32,--
3356,IIC Technologies,3.5,338,996,15,34,1
3357,EXO Edge,3.5,339,1.3k,40,9,28
3358,Signode,3.8,338,1.5k,23,35,1
3359,IIC Technologies,3.5,338,996,15,34,1
3360,Global Aluminium,3.8,338,914,19,19,1
3361,Listenlights,3.8,339,1.4k,34,16,--
3362,Jtekt Sona Automotive India,4.3,337,823,17,66,--
3363,Selec Controls,3.5,338,2k,32,22,5
3364,AVASOFT,2.7,337,1.6k,202,22,11
3365,Corizo,3.6,337,419,80,1,8
3366,Labcorp,4.0,337,2.3k,45,41,9
3367,Polyplastics Industries (I),3.8,337,1.3k,20,26,--
3368,o9 Solutions,3.4,337,3.6k,51,25,3
3369,Lucas Indian Service,4.1,337,1k,24,23,3
3370,Entab Infotech,3.1,337,1.1k,35,30,--
3371,Banco Products,3.6,337,1.7k,20,24,--
3372,Lloyd Insulations,3.5,337,1.3k,23,28,2
3373,Path Infotech,3.4,337,1.7k,23,28,--
3374,Cadence Design Systems,3.8,337,3k,68,39,--
3375,IndusInd Securities,3.7,336,1k,23,2,--
3376,Delhi Metro Rail Corporation,4.1,336,1.1k,17,33,--
3377,EqualizeRCM Services,3.7,336,1.1k,102,18,11
3378,Pricol Precision Products,3.9,336,1.2k,18,30,--
3379,Newt Global,4.3,336,850,70,29,--
3380,Hyundai Construction Equipment,4.2,336,1.5k,21,38,1
3381,Gi Group,3.7,336,1.2k,20,29,3
3382,Dinshaws,3.9,336,1k,10,21,3
3383,Himadri Speciality Chemical Limited,3.5,336,1.7k,29,34,--
3384,Senvion,4.0,336,1.5k,27,14,6
3385,Futurense Technologies,4.1,336,793,48,28,54
3386,Aurigene Pharmaceutical Services,4.1,336,1.2k,28,21,1
3387,Mahindra Truck and Bus,3.6,337,1.1k,13,3,--
3388,Vasan Eye Care Hospitals,3.9,335,724,5,26,--
3389,Pps Motors,3.9,337,1.1k,15,10,1
3390,Scaleneworks,3.6,335,1.4k,13,5,--
3391,Shree Renuka Sugars,4.1,335,1.2k,20,25,--
3392,Cardinal Health,4.3,335,1.3k,53,38,--
3393,Pfizer Products India,3.9,335,1.4k,11,32,--
3394,Abbott Nutrition International,4.0,335,937,14,31,--
3395,Nutricia,3.5,335,638,23,9,--
3396,Hindustan Wellness,3.2,335,916,38,12,18
3397,Pps Motors,3.9,335,1.1k,15,8,1
3398,E-Solutions,3.4,334,1.6k,16,10,--
3399,Maharashtra Hybrid Seed Company,4.0,334,869,8,32,3
3400,Aabasoft,4.0,334,811,49,106,9
3401,Nava Limited,3.8,334,1.2k,24,27,1
3402,Xpheno,3.5,334,1.6k,24,13,8
3403,Himedia Laboratories,4.1,334,1.2k,83,15,8
3404,MNC Group,4.1,334,1.8k,141,54,--
3405,Dinshaws,3.9,336,1k,10,21,3
3406,Agility,4.0,333,1.2k,12,52,--
3407,MobileComm Technologies India,3.8,333,1.1k,17,26,--
3408,Fluentgrid,3.5,333,1.7k,27,30,--
3409,L&T–MHI Power Boilers,4.0,333,1.5k,12,40,--
3410,Technosoft Engineering Projects Limited,3.8,333,1.4k,35,17,53
3411,Moder Solutions,3.4,333,2.1k,28,5,--
3412,Dvara KGFS,3.8,333,1k,20,29,2
3413,JUNIPER GREEN ENERGY,4.5,333,841,35,15,2
3414,Machino Plastics,3.6,333,1.5k,28,15,1
3415,Rajsriya Automotive Industries,3.2,333,1.2k,17,22,1
3416,Harsha Engineers,3.9,333,1.6k,32,40,1
3417,L&T–MHI Power Boilers,4.0,333,1.5k,12,40,--
3418,Rao IIT Academy,3.5,332,495,9,75,--
3419,Cox & Kings,3.4,332,988,7,45,--
3420,MTR Foods,3.9,332,1.1k,26,24,--
3421,Decimal Point Analytics,2.7,332,2.1k,48,13,--
3422,Centre for Good Governance,4.1,332,678,119,125,1
3423,CareEdge Ratings,3.0,332,1.8k,21,20,--
3424,Minda Kosei Aluminum Wheel,4.1,332,1k,25,24,--
3425,Inventia Healthcare,4.0,332,1.8k,16,29,--
3426,Jms Mining Services,3.9,332,1.1k,43,28,--
3427,Groz Engineering Tools,4.2,332,1.4k,22,30,6
3428,Tumbledry Solutions,4.4,332,390,52,81,--
3429,Hitech Digital Solutions,3.7,332,1.6k,30,31,12
3430,BIC Cello,4.0,332,1k,11,23,5
3431,Holisol Logistics,3.8,332,1.1k,15,32,--
3432,Global Calcium,3.3,331,1.8k,27,15,--
3433,UCO Bank,3.7,331,918,20,37,3
3434,Nitco,4.0,331,1.2k,12,29,--
3435,Vee Healthtek,3.8,331,1.6k,11,4,--
3436,Tamilnad Mercantile Bank,2.5,331,1.1k,19,14,3
3437,Rainbow Childrens Hospital,3.6,331,1k,25,33,2
3438,Sureti Insurance Marketing,3.2,331,160,63,11,1
3439,Holisol Logistics,3.8,331,1.1k,15,32,--
3440,Han Digital,2.7,331,762,36,2,--
3441,Greentech Industries,3.6,331,1.2k,17,36,5
3442,GITAM University,3.6,330,1.3k,19,20,--
3443,TP Central Odisha Distribution,3.7,331,956,41,19,3
3444,Anaptyss,4.0,331,860,18,3,--
3445,AAJ Supply Chain Management,4.0,330,798,47,22,--
3446,OneBanc Technologies,4.9,335,219,41,78,20
3447,Victora Tool Engineers,3.8,329,1.2k,11,38,--
3448,Sundaram Motors,4.0,329,1.1k,7,20,--
3449,Louis Philippe,4.4,329,724,12,30,2
3450,DCDC Kidney Care,4.1,329,560,21,7,1
3451,Kubota Agricultural Machinery India,4.2,329,1.3k,20,32,3
3452,You Broadband,3.7,329,1k,17,28,--
3453,Telecom Network Solutions,4.1,329,1.1k,14,24,1
3454,MIOT INTERNATIONAL,3.4,329,1.3k,18,18,5
3455,Olectra Greentech,3.4,329,1.4k,30,22,--
3456,Oriental Aromatics,4.0,329,1.5k,41,51,--
3457,MIOT INTERNATIONAL,3.4,329,1.3k,18,18,5
3458,Cohizon Life Sciences Limited,3.4,329,1.7k,25,18,--
3459,Awfis,4.3,329,1.2k,21,8,3
3460,Luxor Writing Instruments,3.5,329,1.1k,13,25,--
3461,Robosoft Technologies,3.4,328,2.2k,45,16,71
3462,Genisys Group,3.6,329,1.4k,21,3,1
3463,KJS Cement,3.6,330,1.2k,27,25,2
3464,IQ BackOffice,3.6,328,1.6k,17,25,1
3465,Veolia Water Technologies,4.2,328,1.3k,25,21,--
3466,Lincoln Pharmaceuticals,3.4,329,1.4k,21,28,--
3467,Vee Healthtek,3.8,331,1.6k,11,4,--
3468,Glorious Insight,3.6,327,264,4,5,--
3469,Kusum Healthcare,4.1,327,1.3k,16,34,7
3470,Arzooo.com,2.7,327,1.2k,25,13,--
3471,Aristocrat,3.5,327,2.6k,69,33,--
3472,VKC Group,3.7,327,1.2k,21,25,1
3473,Vashi Integrated Solutions Limited,3.9,328,1.5k,24,26,11
3474,Peregrine Guarding,3.9,327,870,15,22,2
3475,Ratnamani Metals and Tubes,4.2,327,1.2k,15,33,--
3476,CR3 Group,3.8,327,1.1k,24,3,2
3477,Ubisoft Entertainment,3.6,326,2k,39,51,--
3478,Tenon Facility Management,3.5,326,1.1k,23,18,--
3479,Softcell Technologies,3.8,326,2k,25,19,--
3480,Novel Office,3.9,326,763,70,63,12
3481,Cognizant Solutions Corp,3.7,326,2.7k,62,3,--
3482,Arya Omnitalk,3.6,326,1k,20,7,1
3483,"Nitor Infotech, an Ascendion company",3.9,326,2.1k,53,14,297
3484,Swastika Investmart,3.7,326,1.1k,15,13,--
3485,ILJIN ELECTRONICS,3.8,326,980,24,13,4
3486,Siti Networks,3.9,325,1k,11,27,--
3487,Kuwait National Petroleum Company,4.2,325,1k,22,37,--
3488,Adani Gas,3.1,325,1.4k,37,34,1
3489,Tata Play Fiber,3.9,325,1.3k,17,17,--
3490,Cactus Communications,3.4,325,1.7k,56,36,11
3491,Mirza International,3.5,325,1.1k,9,31,--
3492,Avanse Financial Services,3.8,325,1.6k,29,16,--
3493,Mit World Peace University,3.8,326,1.1k,18,14,--
3494,TIBCO Software,3.7,325,3.3k,48,55,12
3495,Hindustan Latex Family Planning Promotion Trust,4.0,325,638,26,34,1
3496,ITM Group of Institutions,3.3,325,1.2k,21,22,1
3497,MARK EXHAUST SYSTEMS,4.2,325,1.1k,21,27,3
3498,Cognizant Solutions Corp,3.7,326,2.6k,62,3,--
3499,Mirza International,3.5,325,1.1k,9,31,--
3500,Zydus Hospital,4.3,324,1.1k,15,35,4
3501,BOLD Technology Systems,3.0,324,1.8k,49,30,11
3502,Ozone Pharmaceuticals,3.7,324,981,16,19,--
3503,Sheraton Hotels and Resorts,3.8,325,654,10,31,--
3504,Indus Valley Partners,2.8,324,2.7k,60,45,8
3505,Aujas Cybersecurity-NuSummit company,3.7,324,2.2k,29,9,168
3506,SAR Group,3.9,324,1.4k,13,29,7
3507,Alkyl Amines,4.0,324,1.3k,15,36,--
3508,Highway Industries,4.0,324,1.3k,22,29,--
3509,Radiant Cash Management Services,3.3,324,1k,9,10,1
3510,ESIC HOSPITAL,4.0,323,962,14,20,--
3511,Stellar Value Chain Solutions,3.7,323,1.4k,37,24,--
3512,Jaiprakash Power Ventures,4.0,323,1.2k,31,11,8
3513,Honda India Power Products,4.2,323,1.1k,27,28,1
3514,Infiniti Software Solutions,4.4,322,595,110,9,45
3515,Moody's Analytics,4.0,322,2.4k,24,23,--
3516,Peel-works,3.5,322,668,10,20,--
3517,Honda India Power Products,4.2,323,1.1k,27,28,1
3518,Peel-works,3.5,322,668,10,20,--
3519,Girmiti Software,4.1,322,1.5k,17,10,--
3520,SVC Co-Operative Bank,3.8,322,1.3k,18,27,--
3521,Bombay Intelligence Security,4.2,322,698,24,42,--
3522,Taal Tech India,3.9,322,1.5k,23,18,15
3523,Sphinx Worldbiz,3.4,322,1.4k,37,11,1
3524,Iconic,4.0,322,933,35,20,2
3525,Deepak Phenolics,4.4,322,1.6k,27,32,4
3526,Frigorifico Allana,4.0,322,1.1k,14,36,--
3527,Moody's Analytics,4.0,322,2.4k,24,23,--
3528,Opkey,4.6,322,595,26,212,--
3529,Infiniti Software Solutions,4.4,322,596,110,9,45
3530,Manba Finance Limited,4.0,322,929,15,9,2
3531,IFFCO Kisan Sanchar,3.7,321,731,26,48,--
3532,Laser Power & Infra,3.6,321,1.1k,20,23,--
3533,ETA Engineering,3.2,321,823,10,33,--
3534,ZIM Laboratories,3.0,321,1.4k,13,32,8
3535,Myk Schomburg,3.8,321,977,20,20,--
3536,AI Variant,4.2,321,1.5k,39,10,--
3537,Girmiti Software,4.1,322,1.5k,17,10,--
3538,AI Variant,4.2,321,1.5k,39,10,--
3539,Stellantis Avtec Powertrain,3.6,321,1.4k,15,20,4
3540,Laser Power & Infra,3.6,321,1.1k,20,23,--
3541,CG Foods,3.5,320,2.1k,13,19,2
3542,convergys india services,3.5,320,1k,29,12,--
3543, ProConnect Integrated Logistics,3.7,320,1.4k,12,24,2
3544,Bnp Paribas Securities,3.8,320,1.8k,13,33,--
3545,Narula Infrastructure,3.5,320,681,20,18,--
3546,Bristol-Myers Squibb,3.5,320,2.1k,36,10,--
3547,Renom Energy Services,4.2,320,1k,21,17,--
3548,Silverskills,3.4,320,1.1k,29,22,1
3549,Navneet Education,4.0,320,1.4k,16,22,--
3550,Renewsys India,4.0,320,1.5k,29,25,1
3551,Apisero,4.3,320,2.4k,67,34,--
3552,Laxmi Civil Engineering Services,4.1,320,916,17,25,--
3553,Ms Agarwal Foundries,4.1,320,921,34,10,8
3554,MDC Group of Companies,4.8,319,90,3,66,--
3555,TAJSATS AIR CATERING,4.0,319,1k,17,40,--
3556,SGT University,3.5,319,1.1k,23,20,3
3557,AXIS MY INDIA,3.2,319,498,20,14,--
3558,SGT University,3.5,319,1.1k,23,20,3
3559,Molecular Connections,3.1,319,1.4k,22,23,13
3560,Internshala,3.7,319,987,64,18,4
3561,Resurgent India,3.9,319,570,5,74,15
3562,Walsons Facility Solutions,3.9,319,1.2k,13,30,--
3563,Jorie Healthcare,3.9,318,464,10,3,--
3564,Zeta,3.2,318,3.3k,81,22,4
3565,Jodas Expoim,3.2,318,1.3k,26,17,--
3566,Annexmed,3.2,318,1.4k,16,18,2
3567,Elico Healthcare Services,3.3,318,903,22,25,4
3568,Bharat IT Services,3.4,318,1.1k,17,8,1
3569,JSW Steel Coated Products,3.9,318,1.2k,29,14,--
3570,LANXESS India Private Limited,4.1,318,1.2k,22,44,4
3571,DEC Infra,3.7,318,1.3k,31,22,6
3572,TCPL Packaging,4.0,318,1.4k,22,28,--
3573,Lernx,3.8,318,68,56,1,--
3574,ARDEM Incorporated ,3.9,318,586,37,4,4
3575,Sakon,2.9,318,1.9k,37,20,--
3576,Alicon Castalloy,3.4,317,1.2k,12,28,--
3577,Gleneagles Hospital,3.6,318,1k,14,24,--
3578,ATMECS Global,3.2,317,2.3k,37,24,--
3579,Cliantha Research,3.9,317,1.3k,19,29,--
3580,Alicon Castalloy,3.4,317,1.2k,12,28,--
3581,Outpace Consulting Services ,4.5,317,143,94,15,3
3582,Competent Software,3.2,316,528,7,34,--
3583,Danone Foods Beverages,3.5,316,1.2k,14,19,6
3584,Omax Autos,3.7,316,961,13,39,2
3585,Telesonic Networks,3.8,316,793,8,46,--
3586,LatentView Analytics,3.4,316,3.2k,75,21,--
3587,Piramal Foundation,4.2,316,838,18,20,1
3588,Hartek Group,4.1,316,776,64,47,40
3589,Aditya Birla Memorial Hospital,4.4,316,834,22,14,20
3590,Embee Software,3.7,316,1.3k,9,17,5
3591,Indo Farm Equipment,3.1,316,947,15,23,--
3592,Equinox Labs,3.9,316,957,45,25,--
3593,East African (I) Overseas Dehradun,4.1,323,779,112,55,--
3594,ZF India Technology Center,3.7,316,2.1k,42,65,--
3595,Adani Energy Solutions,3.6,316,1.2k,24,16,--
3596,The Indian Hume Pipe Co.,3.8,316,1k,22,28,--
3597,Pulse Pharmaceuticals,3.4,316,939,16,27,23
3598, UNITILE,4.6,315,393,43,98,59
3599,InsanelyGood,4.0,315,1.3k,20,39,--
3600,Danske IT,3.6,315,1.7k,19,46,--
3601,Western Digital,3.4,316,2.9k,54,27,2
3602,HungerBox,3.6,315,975,20,31,4
3603,Angelique International,4.6,316,1k,14,37,--
3604,ArcGate,2.7,315,1.2k,25,23,3
3605,Mindteck,2.9,315,2.3k,25,21,--
3606,MSD Pharmaceuticals,3.7,315,1.7k,31,32,--
3607,Amrutanjan Health Care,3.9,315,700,25,22,--
3608,Manipal Technologies,3.9,315,1.9k,13,33,--
3609,Miles Education,3.2,315,751,40,173,1
3610,ITC ABD,3.7,315,1.2k,17,23,--
3611,Ninestars Information Technologies Pvt. Ltd,3.2,315,1.5k,24,15,--
3612,Princess Cruises,3.9,315,359,13,34,1
3613,Signutra (Health & Nutrition Division of Win - Medicare Pvt Ltd),4.3,315,430,17,11,1
3614,NACL Industries,4.0,314,1.1k,29,22,1
3615,Bharat Wire Ropes,3.7,314,1.3k,43,13,--
3616,Paragon Digital Services,3.2,314,2k,22,30,--
3617,Cameo Corporate Services,3.3,314,1.3k,18,21,--
3618,CQRA,4.3,314,888,22,19,--
3619,ABI Showatech,3.5,314,1.1k,10,31,--
3620,Van Heusen,4.0,314,708,18,30,3
3621,Smaaash Entertainment,4.1,313,755,33,32,--
3622,Essar Projects India,3.8,313,755,10,51,--
3623,Rooman Technologies,3.7,313,792,14,19,--
3624,Dainik Jagran,3.3,313,1.2k,14,27,--
3625,The Sleep Company,4.2,313,1k,29,1,--
3626,Ruby Hall Clinic,4.0,313,996,16,31,--
3627,Fino Paytech,3.2,313,560,7,37,--
3628,Edureka,3.7,314,1.4k,40,21,11
3629,Markelytics Solutions,4.5,313,353,2,60,--
3630,Prepca Eduserv ,4.0,313,186,95,16,6
3631,Bharat Wire Ropes,3.7,314,1.3k,43,13,--
3632,TIDC India,3.7,313,1.3k,13,32,--
3633,AGI Glaspac,3.7,313,981,24,22,2
3634,Transworld Systems,3.1,313,1.4k,6,10,--
3635,H&R Block,4.1,313,1.9k,25,24,--
3636,Azure Power,3.9,313,1.2k,24,37,--
3637,KEPCO Plant Service & Engineering,3.7,313,1k,17,28,--
3638,Guiltfree Industries,3.5,313,1k,34,14,3
3639,Netsmartz Infotech,3.7,313,1.4k,26,14,--
3640,Military Engineer Services,4.6,313,676,13,30,--
3641,Techolution,3.7,313,1.1k,71,32,--
3642,DRA Homes,4.5,313,364,52,14,165
3643,Nimbus Harbor Facilities Management,4.1,313,935,16,21,--
3644,SquadStack,3.3,313,920,36,21,--
3645,DynPro,3.7,313,1.5k,34,6,--
3646,Vinati Organics,3.9,312,1.6k,17,20,--
3647,Hindustan Times,3.2,312,2.1k,17,32,--
3648,Creative Hands HR Consultancy,4.2,313,217,46,47,--
3649,Gammon Engineers And Contractors,4.0,312,1.1k,22,29,1
3650,Hinduja Finance,3.9,313,961,12,16,1
3651,Sabre,3.9,312,2.3k,38,39,--
3652,Electrical Research & Development Association,3.7,312,934,17,31,1
3653,Micro Plastics Private Limited,3.7,312,1.3k,33,31,11
3654,Automotive Robotics (India),3.4,312,2.4k,38,16,7
3655,Turing,3.0,313,1.7k,117,6,--
3656,Money View,4.2,312,1.7k,37,8,--
3657,Hindustan Times,3.2,312,2.1k,17,32,--
3658,AltezzaSys,3.9,312,808,71,11,2
3659,GMR Energy,3.9,312,1k,20,41,2
3660,Doha Petroleum Construction Company,3.9,311,670,26,14,--
3661,Meitra Hospital,4.5,311,369,15,9,2
3662,Amcor Flexibles India,3.7,311,1.3k,14,35,--
3663,ANZ Operations & Technology,3.7,311,2.6k,31,39,--
3664,SEABIRD LOGISOLUTIONS,3.8,311,1.2k,20,29,--
3665,V2Solutions,3.1,311,1.3k,34,30,16
3666,Tata Marcopolo Motors,3.8,311,1k,19,36,--
3667,Airtel DTH Services,4.1,311,868,28,46,--
3668,Koenig Solutions,3.4,311,1k,38,18,--
3669,Rucha Engineers,3.8,311,1.4k,19,18,--
3670,Gaja Engineering,4.2,311,1.2k,28,41,1
3671,SBS,2.6,311,2.3k,31,38,--
3672,LetsTransport,3.7,311,1.2k,25,27,6
3673,Cyber Infrastructure,3.4,311,1.4k,41,57,9
3674,Karvy Financial Services,3.9,310,1.3k,12,29,--
3675,Futwork,3.7,310,306,31,7,1
3676,Domino Printech India LLP,4.3,310,854,70,22,1
3677,SEABIRD LOGISOLUTIONS,3.8,311,1.2k,20,29,--
3678,Domino Printech India LLP,4.3,310,853,70,22,1
3679,Aspiro Pharma,3.7,310,1.1k,15,19,--
3680,Gaja Engineering,4.2,311,1.2k,28,41,1
3681,Kshema General Insurance,4.3,309,646,17,--,--
3682,FCI CCM,4.4,309,571,41,25,256
3683,Dyninno India,4.0,309,671,40,2,43
3684,Unibic Foods,3.6,309,1k,15,24,--
3685,Themis Medicare,3.7,309,1.1k,14,14,--
3686,Alf Engineering,3.9,309,1.4k,32,18,--
3687,Pitney Bowes,3.8,310,2k,23,32,--
3688,Checkmate Services,4.0,309,876,19,21,2
3689,TATWA Technologies,3.3,309,876,17,19,--
3690,GSH Group,4.1,309,988,11,36,--
3691,SSF PLASTICS,3.5,309,1.2k,20,19,1
3692,Inlead Electronics,3.9,309,938,11,41,--
3693,Altera Digital Health,3.0,309,1.8k,35,5,--
3694,ISMT,3.8,308,1.1k,19,15,--
3695,KnowledgeHut,4.4,308,794,12,4,--
3696,RNF Technologies,2.9,309,1.3k,39,63,--
3697,VVF,3.9,308,1.3k,14,27,--
3698,Vilas Javdekar Developers,3.8,309,1.3k,35,12,--
3699,BYJU'S Exam Prep,3.7,308,1.1k,25,30,11
3700,KnowledgeHut,4.4,308,794,12,4,--
3701,Cavisson Systems,2.3,308,1.7k,23,33,--
3702,Madina Group,4.5,308,527,25,45,--
3703,Ordnance Factory,4.3,309,608,12,26,1
3704,T R Chadha & Co Llp,3.3,309,1.3k,22,20,--
3705,RNF Technologies,2.9,309,1.3k,39,63,--
3706,Yum!,4.0,308,1.3k,19,40,--
3707,Arabian Construction Company,3.1,308,811,28,30,--
3708,Bird Worldwide Flight Services,3.4,308,783,31,29,--
3709,Airbnb,3.6,308,1.7k,29,31,20
3710,Junglee Games,4.1,308,1.8k,51,20,6
3711,Xylem Water Solutions,3.7,308,2.1k,30,28,--
3712,SS Supply Chain Solutions,3.6,307,1.1k,15,60,--
3713,LCC Projects,4.3,308,848,31,10,2
3714,Goldmedal Electricals,3.7,307,1.3k,16,8,4
3715,Ahresty India,3.8,307,1.1k,25,15,--
3716,Segula Technologies,3.4,307,2k,30,9,--
3717,Dosti Realty,4.1,308,1.2k,19,21,2
3718,Gemini Solutions,3.4,307,2.6k,38,23,--
3719,NVH India Auto Parts,3.3,306,1.2k,15,48,1
3720,Nuclear Power Corporation of India,4.2,306,955,33,32,3
3721,Ratnadeep Retail,4.1,306,1k,22,24,1
3722,MN Dastur & Company,3.9,306,749,12,44,--
3723,BMW,4.1,306,1.7k,23,23,--
3724,K R Mangalam University,4.5,306,467,66,22,1
3725,ecare India,3.9,306,1.2k,18,25,--
3726,Innoviti Technologies Private Limited,2.9,306,1.6k,23,19,6
3727,Bhandari Automobiles,3.7,306,893,15,21,--
3728,Wirtgen India,4.1,306,1.2k,19,30,--
3729,HyFun Foods,4.2,305,1.3k,23,16,--
3730,Diya Systems,3.2,305,1.2k,23,47,--
3731,Nissin Brake,4.3,305,755,12,55,--
3732,Katerra,3.5,305,1.8k,22,46,--
3733,Hudson's Bay Company,3.9,305,1.9k,26,26,--
3734,EnFuse Solutions,4.0,305,733,41,10,1
3735,TJSB Sahakari Bank,3.6,305,1.3k,23,23,--
3736,KHY ELECTRONIC,3.9,305,971,31,21,17
3737,Rheinmetall Automotive,3.9,305,1.2k,25,35,6
3738,KHY ELECTRONIC,3.9,305,971,31,21,17
3739,HyFun Foods,4.2,305,1.3k,23,16,--
3740,Smart Value Products And Services,4.1,305,619,17,42,6
3741,Emmvee Photovoltaic Power,3.5,305,1.1k,21,14,--
3742,Business Integrity Services,4.2,304,567,58,7,1
3743,Titan Laboratories,3.4,305,1.1k,8,51,--
3744,Munjal Kiriu Industries,3.8,304,868,15,23,--
3745,SHV Energy,3.9,304,1.1k,18,29,--
3746,Orix Auto Infrastructure Services,4.0,305,911,15,28,--
3747,Fleetx.io,3.2,304,1.4k,36,12,--
3748,Spm Autocomp,3.6,304,1.1k,24,19,1
3749,FUJIFILM,4.1,304,1.1k,16,28,--
3750,ICRA,3.3,305,1.6k,31,35,--
3751,Tata Memorial Centre,4.0,304,1.1k,9,12,--
3752,Stelmec,3.3,304,1.4k,35,18,--
3753,R L Fine Chem,3.7,305,1.6k,22,30,--
3754,HostBooks,3.0,304,679,20,14,26
3755,Garware Technical Fibres,3.5,304,1.4k,17,30,--
3756,ARCADIS,4.1,304,1.9k,37,40,7
3757,Murugappa Group,3.9,303,1.3k,21,36,5
3758,Soma Enterprises,4.6,303,750,7,49,--
3759,Nippon Audiotronix,3.4,307,1.2k,16,27,1
3760,Merino Laminates,3.9,303,1k,15,16,--
3761,QDegrees,3.2,303,1.1k,18,20,43
3762,Roki Minda Co,4.5,303,847,10,29,--
3763,Incture Technologies,2.7,304,2.7k,58,18,4
3764,GlobalStep,2.3,303,1.8k,33,23,2
3765,Asort Company,3.9,303,408,21,8,1
3766,Namdev Finvest,3.7,303,608,13,4,--
3767,British Biologicals,2.9,303,727,21,19,--
3768,Integra Global Solutions,3.5,303,1.5k,33,3,--
3769,Publicis Resources,3.4,303,1.9k,19,1,--
3770,Allanasons,3.9,302,1.1k,22,39,1
3771,Arena Animation,3.5,302,1k,22,24,1
3772,Innover Digital,4.3,303,801,22,10,78
3773,Citrix,3.2,302,2.5k,54,34,11
3774,Suburban Diagnostics,3.9,302,1k,11,28,--
3775,Dahua Technology India Pvt.Ltd.,3.5,302,1.1k,25,10,1
3776,IM Gears,3.6,302,1k,16,33,1
3777,IT By Design,3.1,302,1.6k,43,9,4
3778,Woodland,3.2,302,926,14,20,--
3779,Shreya Life Sciences,3.9,302,638,13,20,--
3780,Lee Pharma,3.4,302,1.4k,19,19,--
3781,NAFFCO,3.1,302,800,25,33,--
3782,Tata ClassEdge,3.6,302,937,16,33,--
3783,Hardcastle Restaurants,3.7,302,830,18,30,--
3784,Ang India,3.5,302,963,32,19,3
3785,Metric Stream Infotech,3.2,301,2.1k,19,38,--
3786,1K Networks,3.2,301,1.2k,25,17,--
3787,Iscon Balaji Foods,3.9,301,1k,19,8,--
3788,Sakata Inx,3.9,301,1.2k,15,22,--
3789,McAfee,3.5,301,2.9k,35,51,6
3790,ScoreMe Solutions,3.3,301,491,9,105,--
3791,Can-Pack,4.3,301,1.2k,21,44,--
3792,Toyota Tsusho,3.8,301,1.6k,16,28,--
3793,Efftronics Systems,3.0,301,919,59,30,2
3794,Softtek,3.9,301,2k,24,29,9
3795,IndianOil Adani Ventures,3.9,301,1k,21,5,--
3796,Thirumalai Chemicals,3.8,301,1.4k,23,18,11
3797,Highbar Technocrat,3.9,301,1.2k,33,16,--
3798,Gracure Pharmaceuticals,3.3,301,1.2k,26,20,2
3799,Propel Industries,3.7,301,1.6k,37,19,--
3800,Meinhardt Group,3.4,301,1.2k,14,21,13
3801,Global Opportunities,4.1,300,537,40,12,1
3802,Blenheim Chalcot,2.7,300,1.6k,53,8,69
3803,Lanco Infratech,4.5,300,651,3,51,--
3804,Online Legal India,4.6,300,57,24,28,8
3805,Presto Infosolutions,2.8,300,1.1k,18,13,6
3806,Sam India Built Well,3.4,300,1k,18,13,--
3807,Mukand Limited,3.6,300,1.2k,15,33,81
3808,Onida,3.5,300,878,10,22,--
3809,Knowledge Splice Services pvt ltd. ,3.0,300,1.3k,17,17,--
3810,Hamleys,3.8,300,660,21,36,11
3811,Slr Metaliks,4.0,300,1.1k,24,32,--
3812,Altruist Customer Management India,4.0,299,1k,40,20,--
3813,Saregama India,4.0,299,926,9,25,15
3814,Thomson Digital,3.9,299,756,30,15,--
3815,AIS Glass Solutions,3.6,299,1.4k,28,42,--
3816,Crescent Foundry,3.8,299,1.1k,35,22,1
3817,Bacancy Technology,4.0,299,1.3k,69,9,--
3818,MSPL,4.1,299,1.3k,31,23,3
